id,student_id,card_type,weekday,marked_at,marked_by_email,week_start
8d3f79cb-0e41-4ccc-abaf-bc8dd1a05018,0d2ee23a-a3eb-4bb7-9cb5-c6334673c27c,green,1,2026-06-03 19:31:21.401149+00,rsdeoliveira@live.com,2026-06-01
38fd1bcc-186e-4d61-ac39-6928dc738d4a,6117be0e-316d-4816-9a48-7cc4f5595dc6,green,3,2026-06-03 19:31:37.088879+00,rsdeoliveira@live.com,2026-06-01
9e6a8fda-ac9b-4cb8-8403-273f90ba2e0a,57334552-4647-447c-9db0-7a0a8dda8986,green,3,2026-06-03 19:32:15.084485+00,rsdeoliveira@live.com,2026-06-01
105f55c1-ff2c-4f81-ba3a-c912cad3f7d8,9624a547-223e-499f-b648-0d4cd5756a81,green,3,2026-06-03 19:32:25.139527+00,rsdeoliveira@live.com,2026-06-01
4b8d0692-de43-496b-8a94-5ef02edd70a2,a1c8cae4-4be3-4485-a8cb-db87aee379ea,green,3,2026-06-03 19:32:50.901707+00,rsdeoliveira@live.com,2026-06-01
c32d355e-f6b6-4f45-9602-ddd5706dd9a9,e85bdd88-64c6-45a2-8e8e-17db4d022d4e,green,3,2026-06-03 19:32:57.163938+00,rsdeoliveira@live.com,2026-06-01
a9ec91f3-b38c-4a8c-8f33-4bd9e3c85a4e,4918fc6c-6249-453d-9252-6c226d91f918,green,3,2026-06-03 19:33:17.671198+00,rsdeoliveira@live.com,2026-06-01
f81c2df4-3bab-49cf-90aa-f0f4995fa412,64f31ce8-241e-4030-8a6c-7671278f6ba2,green,3,2026-06-03 19:33:28.923648+00,rsdeoliveira@live.com,2026-06-01
d7a59e0a-0a4b-4fd3-9a6a-3412eb692081,866805eb-1f07-4923-aff5-d5bff601832f,green,4,2026-06-04 18:49:08.688802+00,rsdeoliveira@live.com,2026-06-01
06cb1966-232f-491c-b60d-1e93f8ba7e96,866805eb-1f07-4923-aff5-d5bff601832f,green,1,2026-06-04 18:49:18.222687+00,rsdeoliveira@live.com,2026-06-01
217c5627-5a6d-43e9-9ecf-64a783602c86,b27f5d62-aeb6-4837-ba6c-00a22c5ecc22,green,4,2026-06-04 18:51:49.163709+00,rsdeoliveira@live.com,2026-06-01
67fc28d0-a410-4b7a-b2df-f219e72ddf54,dd1a4b8c-2553-4f04-9c6b-91ad2bbe8b0e,green,1,2026-06-04 22:59:47.467687+00,rsdeoliveira@live.com,2026-06-01
ee38e77d-b02c-48ff-89aa-7e2612feb3c1,dd1a4b8c-2553-4f04-9c6b-91ad2bbe8b0e,green,3,2026-06-04 22:59:47.688439+00,rsdeoliveira@live.com,2026-06-01
b51308f0-c65f-4472-ba91-14df4529ae17,00671141-1829-438a-bb33-e702e672d4e2,green,4,2026-06-04 23:05:01.582992+00,rsdeoliveira@live.com,2026-06-01
d16db252-3242-4d38-8930-a9f1e13f4d29,d50a6b26-4c27-47e5-8ca8-7c09cae7c669,green,4,2026-06-04 23:05:15.200543+00,rsdeoliveira@live.com,2026-06-01
dcfe7fa1-ade5-4c05-a1ae-91f8acb78860,97246d3b-8cfe-4bb7-994a-e4c7027c0af1,green,4,2026-06-04 23:05:16.67738+00,rsdeoliveira@live.com,2026-06-01
5f235430-7505-40f2-a1ff-d84f25edddc7,8c8fcde8-fd10-4a8e-b1d0-c490b3a9abe8,green,3,2026-06-04 23:05:37.186915+00,rsdeoliveira@live.com,2026-06-01
8d068a10-c9e5-4255-98d7-d308cc8ab368,0d2ee23a-a3eb-4bb7-9cb5-c6334673c27c,green,4,2026-06-04 23:07:22.832902+00,rsdeoliveira@live.com,2026-06-01
057c9983-2d45-4bc4-9227-9f20612bed38,cc165330-a86a-45a0-b7d4-b419b50c2f1a,green,4,2026-06-04 23:07:34.190638+00,rsdeoliveira@live.com,2026-06-01
e581e2a3-10ed-4063-891b-7dca3cd2caf1,8cf9c880-f1c7-4153-b5d1-10ed441dba4e,green,4,2026-06-04 23:08:04.648428+00,rsdeoliveira@live.com,2026-06-01
1252b852-af10-4172-9785-5addaf9d99dd,5708401f-8de5-4afc-bd85-47873cae849c,green,4,2026-06-04 23:08:10.156282+00,rsdeoliveira@live.com,2026-06-01
c3c1e5c7-10b5-4ab1-b7af-16d8c4f8a095,10960a3c-1be4-4439-8004-682068251cea,green,4,2026-06-04 23:08:11.498628+00,rsdeoliveira@live.com,2026-06-01
1d7d01d1-0779-48bb-a17c-006e7272063c,7def2b45-303c-49f3-b041-b10c1e7c53d7,green,4,2026-06-04 23:08:18.295458+00,rsdeoliveira@live.com,2026-06-01
7fab537c-20e8-4216-95fa-e0afb40cc154,40645939-1ca4-4c1c-84c2-1bcc93987bc4,green,4,2026-06-04 23:08:33.53493+00,rsdeoliveira@live.com,2026-06-01
7164cd4d-de42-4ba0-84f9-1ba97b5f2a33,d68c7a65-8316-485d-8a8f-64befbe59326,green,3,2026-06-04 23:08:49.615192+00,rsdeoliveira@live.com,2026-06-01
89c8d592-ec22-4f04-a86d-f298625e3b8d,169f959b-b6a7-44c6-a5bc-4c375e89ed7a,green,4,2026-06-04 23:10:02.595426+00,rsdeoliveira@live.com,2026-06-01
d3b26fde-9955-4537-ab52-75a38a4bbe85,0d2ee23a-a3eb-4bb7-9cb5-c6334673c27c,green,5,2026-06-05 16:17:19.44422+00,rsdeoliveira@live.com,2026-06-01
7cc6024b-ddb0-4338-a26e-d08b4d393103,38c6bc8b-4f3f-46d3-8df7-67088512758f,green,6,2026-06-07 13:25:57.436969+00,rsdeoliveira@live.com,2026-06-01
b803e60d-942a-41ff-ac50-c879f9aa3850,d7038557-bc68-406e-8277-24708d3c0318,green,4,2026-06-08 00:54:35.188207+00,rsdeoliveira@live.com,2026-06-01
007bff78-f8e1-4b5c-9746-46fab8d9a5cf,169f959b-b6a7-44c6-a5bc-4c375e89ed7a,green,2,2026-06-08 13:27:06.690115+00,rsdeoliveira@live.com,2026-06-08
6b655927-c6c1-4990-aacb-0b3e73e27352,169f959b-b6a7-44c6-a5bc-4c375e89ed7a,green,4,2026-06-08 13:27:13.112545+00,rsdeoliveira@live.com,2026-06-08
f0817fd9-960c-4e96-bfe8-c9b7af28a640,169f959b-b6a7-44c6-a5bc-4c375e89ed7a,green,5,2026-06-08 13:27:13.697648+00,rsdeoliveira@live.com,2026-06-08
43e81b01-94f3-4aaa-833a-03ee49fb1696,866805eb-1f07-4923-aff5-d5bff601832f,green,1,2026-06-08 13:27:35.260363+00,rsdeoliveira@live.com,2026-06-08
5d4ee9fc-39ac-4967-8f3b-53beb924df4a,866805eb-1f07-4923-aff5-d5bff601832f,green,4,2026-06-08 13:27:36.401125+00,rsdeoliveira@live.com,2026-06-08
bf281274-1a47-4a10-a7ed-913ca0456893,75061457-1a89-462a-b288-a63ce1bf59e9,green,1,2026-06-08 13:28:32.466261+00,rsdeoliveira@live.com,2026-06-08
133e71ad-df5e-4dd4-a9ad-a634381f70c3,75061457-1a89-462a-b288-a63ce1bf59e9,green,3,2026-06-08 13:28:32.651685+00,rsdeoliveira@live.com,2026-06-08
ad478354-88ae-42a7-881b-43d1a9ca2cf5,38c6bc8b-4f3f-46d3-8df7-67088512758f,green,1,2026-06-08 13:28:38.497472+00,rsdeoliveira@live.com,2026-06-08
788ca3b1-3be2-42ce-aeaa-ff69eb52bb4a,38c6bc8b-4f3f-46d3-8df7-67088512758f,green,3,2026-06-08 13:28:39.429229+00,rsdeoliveira@live.com,2026-06-08
601063c2-cba9-4c4f-9204-ea958be26098,38c6bc8b-4f3f-46d3-8df7-67088512758f,green,5,2026-06-08 13:28:43.279007+00,rsdeoliveira@live.com,2026-06-08
94a195de-3eb1-4e1a-914f-b2a1c99bdc11,7bc15054-2bcf-4385-8e53-3bb113386b1e,green,1,2026-06-08 13:28:48.11768+00,rsdeoliveira@live.com,2026-06-08
8248a8f9-a062-4cc9-8172-7d83b8ffa0ee,7bc15054-2bcf-4385-8e53-3bb113386b1e,green,3,2026-06-08 13:28:48.944297+00,rsdeoliveira@live.com,2026-06-08
b75c6a9e-4bc2-4a4f-848c-5aaac70a77a1,7bc15054-2bcf-4385-8e53-3bb113386b1e,green,5,2026-06-08 13:28:49.611385+00,rsdeoliveira@live.com,2026-06-08
cf56be52-1644-401f-ba8b-86d35fd92b61,00671141-1829-438a-bb33-e702e672d4e2,green,1,2026-06-08 13:29:18.741092+00,rsdeoliveira@live.com,2026-06-08
37e40e68-8b4c-4451-8d8a-3dc2911b8a14,00671141-1829-438a-bb33-e702e672d4e2,green,4,2026-06-08 13:29:19.930529+00,rsdeoliveira@live.com,2026-06-08
6f2b6c8e-7fae-456c-81e7-9ad1e0761421,6238dd06-e129-4964-9bea-c462e5f36c15,green,3,2026-06-08 13:29:26.362887+00,rsdeoliveira@live.com,2026-06-08
dc3ddf83-0fb6-4eb8-9007-bf47ff1922ea,6238dd06-e129-4964-9bea-c462e5f36c15,green,6,2026-06-08 13:29:26.965623+00,rsdeoliveira@live.com,2026-06-08
da61df50-e7d3-4d18-8d90-89b726aea676,d50a6b26-4c27-47e5-8ca8-7c09cae7c669,green,1,2026-06-08 13:29:37.287308+00,rsdeoliveira@live.com,2026-06-08
a89e486f-6f6c-4411-b124-822f7d6108b4,d50a6b26-4c27-47e5-8ca8-7c09cae7c669,green,4,2026-06-08 13:29:37.784335+00,rsdeoliveira@live.com,2026-06-08
63c8b011-27af-4019-94f0-10ebdf114b61,97246d3b-8cfe-4bb7-994a-e4c7027c0af1,green,2,2026-06-08 13:29:44.984639+00,rsdeoliveira@live.com,2026-06-08
04671fcc-7d3d-4050-82b3-15519415313a,97246d3b-8cfe-4bb7-994a-e4c7027c0af1,green,4,2026-06-08 13:29:45.867279+00,rsdeoliveira@live.com,2026-06-08
4276c652-85b8-43a1-a897-e8f280eee150,97246d3b-8cfe-4bb7-994a-e4c7027c0af1,green,0,2026-06-08 13:29:46.678223+00,rsdeoliveira@live.com,2026-06-08
a12055d3-3824-40b5-8b34-eac807c80dad,8c8fcde8-fd10-4a8e-b1d0-c490b3a9abe8,green,1,2026-06-08 13:30:03.733462+00,rsdeoliveira@live.com,2026-06-08
5411c806-58db-4b4a-9bff-a47ac45a5158,8c8fcde8-fd10-4a8e-b1d0-c490b3a9abe8,green,3,2026-06-08 13:30:04.29698+00,rsdeoliveira@live.com,2026-06-08
24bea04f-b41d-4913-b2cc-853e8f1d6bf7,8c8fcde8-fd10-4a8e-b1d0-c490b3a9abe8,green,5,2026-06-08 13:30:04.759172+00,rsdeoliveira@live.com,2026-06-08
55586de5-b402-4923-b98b-10c790974e85,0d2ee23a-a3eb-4bb7-9cb5-c6334673c27c,green,1,2026-06-08 13:30:17.602719+00,rsdeoliveira@live.com,2026-06-08
56a44cd0-9fe8-4a91-9907-e8bd93f350c3,0d2ee23a-a3eb-4bb7-9cb5-c6334673c27c,green,4,2026-06-08 13:30:18.430539+00,rsdeoliveira@live.com,2026-06-08
51096cc8-d401-4210-bc94-ac76610194fc,0d2ee23a-a3eb-4bb7-9cb5-c6334673c27c,green,5,2026-06-08 13:30:18.821858+00,rsdeoliveira@live.com,2026-06-08
3d3e3fa0-f82c-4225-bc41-2def57aef02a,4dca53bc-1217-4019-8969-deb495aebae2,green,2,2026-06-08 13:30:23.51998+00,rsdeoliveira@live.com,2026-06-08
b4e0e86e-f36e-4930-8634-5ba6e9e2df98,4dca53bc-1217-4019-8969-deb495aebae2,green,4,2026-06-08 13:30:24.220229+00,rsdeoliveira@live.com,2026-06-08
ae6a3d44-bb02-4064-afda-2c68d718a9bf,4dca53bc-1217-4019-8969-deb495aebae2,green,5,2026-06-08 13:30:27.479369+00,rsdeoliveira@live.com,2026-06-08
e1bb40fd-26c8-4968-9962-889a98ff53d0,cc165330-a86a-45a0-b7d4-b419b50c2f1a,green,2,2026-06-08 13:31:04.218517+00,rsdeoliveira@live.com,2026-06-08
3755476d-384a-4023-8bb0-eb223c3f22ab,cc165330-a86a-45a0-b7d4-b419b50c2f1a,green,4,2026-06-08 13:31:04.438529+00,rsdeoliveira@live.com,2026-06-08
6113c5b4-ea2f-4de3-ba01-0eecd04ddc98,5446a522-58c5-4727-a6e6-a5e9b56ce59d,green,1,2026-06-08 13:31:13.010242+00,rsdeoliveira@live.com,2026-06-08
208741b8-95ca-4e59-bc63-27628286d1d8,5446a522-58c5-4727-a6e6-a5e9b56ce59d,green,3,2026-06-08 13:31:13.626158+00,rsdeoliveira@live.com,2026-06-08
67773ff0-6994-44d9-85bf-91503bda00a1,5446a522-58c5-4727-a6e6-a5e9b56ce59d,green,5,2026-06-08 13:31:14.334368+00,rsdeoliveira@live.com,2026-06-08
67349477-d72c-4af2-a16d-31aeca69ed21,c8531143-f497-40f2-b386-8d6ac425944f,green,3,2026-06-08 13:31:26.14203+00,rsdeoliveira@live.com,2026-06-08
a5affdae-d4ed-4b53-b0e7-e437d12415bf,c8531143-f497-40f2-b386-8d6ac425944f,green,5,2026-06-08 13:31:26.923911+00,rsdeoliveira@live.com,2026-06-08
2e766d17-06e9-450f-a62f-fad6b0b66405,b27f5d62-aeb6-4837-ba6c-00a22c5ecc22,green,2,2026-06-08 13:31:39.009119+00,rsdeoliveira@live.com,2026-06-08
69862e06-32d1-407e-ad4d-416430816ad1,b27f5d62-aeb6-4837-ba6c-00a22c5ecc22,green,4,2026-06-08 13:31:39.128236+00,rsdeoliveira@live.com,2026-06-08
867adefc-2b18-4b4e-b7a8-1ba8cc6b31de,57334552-4647-447c-9db0-7a0a8dda8986,green,3,2026-06-08 13:32:09.104304+00,rsdeoliveira@live.com,2026-06-08
0fe741e0-42d9-402f-9ade-bd1988276a08,57334552-4647-447c-9db0-7a0a8dda8986,green,6,2026-06-08 13:32:10.255177+00,rsdeoliveira@live.com,2026-06-08
94eada8d-fd2e-4a18-8bba-aae293d2c126,dd1a4b8c-2553-4f04-9c6b-91ad2bbe8b0e,green,1,2026-06-08 13:32:21.55623+00,rsdeoliveira@live.com,2026-06-08
dc997a69-3e05-48b0-b628-41e36160f201,dd1a4b8c-2553-4f04-9c6b-91ad2bbe8b0e,green,3,2026-06-08 13:32:22.038378+00,rsdeoliveira@live.com,2026-06-08
eaf276a1-a928-4b1c-a5be-4cd4a68e835c,dd1a4b8c-2553-4f04-9c6b-91ad2bbe8b0e,green,5,2026-06-08 13:32:23.107087+00,rsdeoliveira@live.com,2026-06-08
b270d80f-ca5e-46e4-b45b-1bd85f4b6b56,8cf9c880-f1c7-4153-b5d1-10ed441dba4e,green,1,2026-06-08 13:32:27.757677+00,rsdeoliveira@live.com,2026-06-08
a1cb8211-a7bd-4886-a57e-3e6ff2baae1b,8cf9c880-f1c7-4153-b5d1-10ed441dba4e,green,4,2026-06-08 13:32:28.227067+00,rsdeoliveira@live.com,2026-06-08
a975dfd4-0fe2-433c-9385-e15d08d992fe,5708401f-8de5-4afc-bd85-47873cae849c,green,1,2026-06-08 13:32:34.983044+00,rsdeoliveira@live.com,2026-06-08
ec4b3978-a3ef-4755-afd9-13453ce0e8ec,5708401f-8de5-4afc-bd85-47873cae849c,green,4,2026-06-08 13:32:36.036083+00,rsdeoliveira@live.com,2026-06-08
7f200e6c-06eb-466a-b4e1-156a08486bfb,15710e05-8803-45f6-ac81-9358564dde47,green,1,2026-06-08 13:32:40.809955+00,rsdeoliveira@live.com,2026-06-08
1c408a7c-a5ef-45e7-8913-d6248f5b6087,15710e05-8803-45f6-ac81-9358564dde47,green,4,2026-06-08 13:32:41.553514+00,rsdeoliveira@live.com,2026-06-08
2021e841-e63f-4269-807f-e7c404dedbf6,e85bdd88-64c6-45a2-8e8e-17db4d022d4e,green,3,2026-06-08 13:32:44.766612+00,rsdeoliveira@live.com,2026-06-08
bfdfc837-0851-42e6-a9d9-aaf253bfc1cc,e85bdd88-64c6-45a2-8e8e-17db4d022d4e,green,0,2026-06-08 13:32:46.706865+00,rsdeoliveira@live.com,2026-06-08
19041014-c488-48ad-888d-9b50ea7bc4b9,7def2b45-303c-49f3-b041-b10c1e7c53d7,green,2,2026-06-08 13:32:52.400248+00,rsdeoliveira@live.com,2026-06-08
193493b2-0953-4aec-bebd-c6bac0fe5a29,7def2b45-303c-49f3-b041-b10c1e7c53d7,green,4,2026-06-08 13:32:52.959602+00,rsdeoliveira@live.com,2026-06-08
a2dfa017-362c-436f-8cee-f501ae8c8732,06f7756b-0402-43e0-a466-0351c27e84bb,green,1,2026-06-08 13:32:58.047776+00,rsdeoliveira@live.com,2026-06-08
0c6cd921-b19d-4d73-a5a1-8e65d0ce4ebb,06f7756b-0402-43e0-a466-0351c27e84bb,green,2,2026-06-08 13:32:58.924287+00,rsdeoliveira@live.com,2026-06-08
b7c0151d-5e7d-4591-b83c-684bfb265ce3,06f7756b-0402-43e0-a466-0351c27e84bb,green,4,2026-06-08 13:32:59.730838+00,rsdeoliveira@live.com,2026-06-08
5dba4005-4b1d-40f4-9499-0c898ab9b5cf,d7038557-bc68-406e-8277-24708d3c0318,green,3,2026-06-08 13:33:20.71443+00,rsdeoliveira@live.com,2026-06-08
b26cf11c-446b-4426-b98c-046056601185,d7038557-bc68-406e-8277-24708d3c0318,green,0,2026-06-08 13:33:21.743161+00,rsdeoliveira@live.com,2026-06-08
3f217dd8-4d35-46fa-a2ef-05162cde58e7,4918fc6c-6249-453d-9252-6c226d91f918,green,3,2026-06-08 13:33:29.25833+00,rsdeoliveira@live.com,2026-06-08
f35fe663-58db-4133-87c1-90ce11a13f0e,4918fc6c-6249-453d-9252-6c226d91f918,green,6,2026-06-08 13:33:29.983484+00,rsdeoliveira@live.com,2026-06-08
db338831-9382-4d92-8636-0da72eb56f35,64f31ce8-241e-4030-8a6c-7671278f6ba2,green,3,2026-06-08 13:33:41.287183+00,rsdeoliveira@live.com,2026-06-08
3f68ff8e-1b88-4d46-8dde-e2191f495fd3,64f31ce8-241e-4030-8a6c-7671278f6ba2,green,5,2026-06-08 13:33:41.555086+00,rsdeoliveira@live.com,2026-06-08
cc65792b-abce-48c1-8e0a-ae06562b0dfb,64f31ce8-241e-4030-8a6c-7671278f6ba2,green,6,2026-06-08 13:33:41.972374+00,rsdeoliveira@live.com,2026-06-08
0cc401ba-a83a-4892-8d69-aedd9b37a9d7,d68c7a65-8316-485d-8a8f-64befbe59326,green,1,2026-06-08 13:34:08.557582+00,rsdeoliveira@live.com,2026-06-08
0728c34b-f6f5-4a7e-9f18-2c3177a869e9,d68c7a65-8316-485d-8a8f-64befbe59326,green,3,2026-06-08 13:34:09.115658+00,rsdeoliveira@live.com,2026-06-08
e2a18634-751c-4ded-b5e4-9f5356a292f5,d68c7a65-8316-485d-8a8f-64befbe59326,green,0,2026-06-08 13:34:09.961477+00,rsdeoliveira@live.com,2026-06-08
7ed30bd8-8422-45ad-91d4-cb98fde9444e,df708246-d26d-4fcc-b9b3-f915ee3a1361,green,1,2026-06-08 19:54:05.749092+00,rsdeoliveira@live.com,2026-06-08
